id,run_id,window_start,window_end,source,check_name,status,total_rows,failed_rows,details_json,created_ts
13,f28023e9-efd9-4029-b155-09dbd75bc84f,2026-02-28 13:58:12.561863+00:00,2026-02-28 14:03:12.561863+00:00,stock,required_fields_not_null,PASS,557,0,"{'missing_rate': 0.0, 'required_cols': ['event_id', 'event_ts', 'key', 'value']}",2026-02-28 14:03:12.587016+00:00
14,f28023e9-efd9-4029-b155-09dbd75bc84f,2026-02-28 13:58:12.561863+00:00,2026-02-28 14:03:12.561863+00:00,stock,duplicate_event_id_rate,PASS,557,0,{'duplicate_rate': 0.0},2026-02-28 14:03:12.587016+00:00
15,f28023e9-efd9-4029-b155-09dbd75bc84f,2026-02-28 13:58:12.561863+00:00,2026-02-28 14:03:12.561863+00:00,stock,late_events_over_30s_rate,FAIL,557,106,"{'late_rate': 0.19030520646319568, 'threshold_seconds': 30, 'lateness_p95_seconds': 45.50611079999999}",2026-02-28 14:03:12.587016+00:00
16,f28023e9-efd9-4029-b155-09dbd75bc84f,2026-02-28 13:58:12.561863+00:00,2026-02-28 14:03:12.561863+00:00,stock,stock_price_range,PASS,557,0,"{'bad_rate': 0.0, 'max_allowed': 5000, 'min_allowed': 0}",2026-02-28 14:03:12.587016+00:00
17,f28023e9-efd9-4029-b155-09dbd75bc84f,2026-02-28 13:58:12.561863+00:00,2026-02-28 14:03:12.561863+00:00,stock,unique_key_count_sanity,PASS,557,0,"{'warn_if_gt': 200, 'unique_keys': 6}",2026-02-28 14:03:12.587016+00:00
18,f28023e9-efd9-4029-b155-09dbd75bc84f,2026-02-28 13:58:12.561863+00:00,2026-02-28 14:03:12.561863+00:00,stock,dq_overall_summary,FAIL,557,0,"{'fail': 1, 'note': 'Roll-up score across DQ checks for last 5 minutes', 'pass': 4, 'warn': 0, 'overall_score_0_1': 0.8, 'overall_score_0_100': 80}",2026-02-28 14:03:12.587016+00:00
19,0855250c-0952-4f03-98e3-44682a5d8655,2026-02-28 13:58:12.626353+00:00,2026-02-28 14:03:12.626353+00:00,social,required_fields_not_null,PASS,291,0,"{'missing_rate': 0.0, 'required_cols': ['event_id', 'event_ts', 'key', 'value']}",2026-02-28 14:03:12.648383+00:00
20,0855250c-0952-4f03-98e3-44682a5d8655,2026-02-28 13:58:12.626353+00:00,2026-02-28 14:03:12.626353+00:00,social,duplicate_event_id_rate,PASS,291,0,{'duplicate_rate': 0.0},2026-02-28 14:03:12.648383+00:00
21,0855250c-0952-4f03-98e3-44682a5d8655,2026-02-28 13:58:12.626353+00:00,2026-02-28 14:03:12.626353+00:00,social,late_events_over_30s_rate,PASS,291,0,"{'late_rate': 0.0, 'threshold_seconds': 30, 'lateness_p95_seconds': 22.799297}",2026-02-28 14:03:12.648383+00:00
22,0855250c-0952-4f03-98e3-44682a5d8655,2026-02-28 13:58:12.626353+00:00,2026-02-28 14:03:12.626353+00:00,social,social_mentions_range,PASS,291,0,"{'bad_rate': 0.0, 'max_allowed': 100000, 'min_allowed': 0}",2026-02-28 14:03:12.648383+00:00
23,0855250c-0952-4f03-98e3-44682a5d8655,2026-02-28 13:58:12.626353+00:00,2026-02-28 14:03:12.626353+00:00,social,unique_key_count_sanity,PASS,291,0,"{'warn_if_gt': 200, 'unique_keys': 10}",2026-02-28 14:03:12.648383+00:00
24,0855250c-0952-4f03-98e3-44682a5d8655,2026-02-28 13:58:12.626353+00:00,2026-02-28 14:03:12.626353+00:00,social,dq_overall_summary,PASS,291,0,"{'fail': 0, 'note': 'Roll-up score across DQ checks for last 5 minutes', 'pass': 5, 'warn': 0, 'overall_score_0_1': 1.0, 'overall_score_0_100': 100}",2026-02-28 14:03:12.648383+00:00
25,0bad16c7-0bdb-4dc3-82b6-4e51e7910b83,2026-02-28 13:58:27.749352+00:00,2026-02-28 14:03:27.749352+00:00,stock,required_fields_not_null,PASS,633,0,"{'missing_rate': 0.0, 'required_cols': ['event_id', 'event_ts', 'key', 'value']}",2026-02-28 14:03:27.760665+00:00
26,0bad16c7-0bdb-4dc3-82b6-4e51e7910b83,2026-02-28 13:58:27.749352+00:00,2026-02-28 14:03:27.749352+00:00,stock,duplicate_event_id_rate,PASS,633,0,{'duplicate_rate': 0.0},2026-02-28 14:03:27.760665+00:00
27,0bad16c7-0bdb-4dc3-82b6-4e51e7910b83,2026-02-28 13:58:27.749352+00:00,2026-02-28 14:03:27.749352+00:00,stock,late_events_over_30s_rate,FAIL,633,106,"{'late_rate': 0.1674565560821485, 'threshold_seconds': 30, 'lateness_p95_seconds': 44.7530546}",2026-02-28 14:03:27.760665+00:00
28,0bad16c7-0bdb-4dc3-82b6-4e51e7910b83,2026-02-28 13:58:27.749352+00:00,2026-02-28 14:03:27.749352+00:00,stock,stock_price_range,PASS,633,0,"{'bad_rate': 0.0, 'max_allowed': 5000, 'min_allowed': 0}",2026-02-28 14:03:27.760665+00:00
29,0bad16c7-0bdb-4dc3-82b6-4e51e7910b83,2026-02-28 13:58:27.749352+00:00,2026-02-28 14:03:27.749352+00:00,stock,unique_key_count_sanity,PASS,633,0,"{'warn_if_gt': 200, 'unique_keys': 6}",2026-02-28 14:03:27.760665+00:00
30,0bad16c7-0bdb-4dc3-82b6-4e51e7910b83,2026-02-28 13:58:27.749352+00:00,2026-02-28 14:03:27.749352+00:00,stock,dq_overall_summary,FAIL,633,0,"{'fail': 1, 'note': 'Roll-up score across DQ checks for last 5 minutes', 'pass': 4, 'warn': 0, 'overall_score_0_1': 0.8, 'overall_score_0_100': 80}",2026-02-28 14:03:27.760665+00:00
31,565d49a0-d175-4ed9-a6f4-07cbf1524f34,2026-02-28 13:58:27.779214+00:00,2026-02-28 14:03:27.779214+00:00,social,required_fields_not_null,PASS,342,0,"{'missing_rate': 0.0, 'required_cols': ['event_id', 'event_ts', 'key', 'value']}",2026-02-28 14:03:27.791006+00:00
32,565d49a0-d175-4ed9-a6f4-07cbf1524f34,2026-02-28 13:58:27.779214+00:00,2026-02-28 14:03:27.779214+00:00,social,duplicate_event_id_rate,PASS,342,0,{'duplicate_rate': 0.0},2026-02-28 14:03:27.791006+00:00
33,565d49a0-d175-4ed9-a6f4-07cbf1524f34,2026-02-28 13:58:27.779214+00:00,2026-02-28 14:03:27.779214+00:00,social,late_events_over_30s_rate,PASS,342,0,"{'late_rate': 0.0, 'threshold_seconds': 30, 'lateness_p95_seconds': 22.0492776}",2026-02-28 14:03:27.791006+00:00
34,565d49a0-d175-4ed9-a6f4-07cbf1524f34,2026-02-28 13:58:27.779214+00:00,2026-02-28 14:03:27.779214+00:00,social,social_mentions_range,PASS,342,0,"{'bad_rate': 0.0, 'max_allowed': 100000, 'min_allowed': 0}",2026-02-28 14:03:27.791006+00:00
35,565d49a0-d175-4ed9-a6f4-07cbf1524f34,2026-02-28 13:58:27.779214+00:00,2026-02-28 14:03:27.779214+00:00,social,unique_key_count_sanity,PASS,342,0,"{'warn_if_gt': 200, 'unique_keys': 10}",2026-02-28 14:03:27.791006+00:00
36,565d49a0-d175-4ed9-a6f4-07cbf1524f34,2026-02-28 13:58:27.779214+00:00,2026-02-28 14:03:27.779214+00:00,social,dq_overall_summary,PASS,342,0,"{'fail': 0, 'note': 'Roll-up score across DQ checks for last 5 minutes', 'pass': 5, 'warn': 0, 'overall_score_0_1': 1.0, 'overall_score_0_100': 100}",2026-02-28 14:03:27.791006+00:00
37,394858f1-3c84-4fab-851f-cb873857ae51,2026-02-28 13:58:42.847340+00:00,2026-02-28 14:03:42.847340+00:00,stock,required_fields_not_null,PASS,708,0,"{'missing_rate': 0.0, 'required_cols': ['event_id', 'event_ts', 'key', 'value']}",2026-02-28 14:03:42.858843+00:00
38,394858f1-3c84-4fab-851f-cb873857ae51,2026-02-28 13:58:42.847340+00:00,2026-02-28 14:03:42.847340+00:00,stock,duplicate_event_id_rate,PASS,708,0,{'duplicate_rate': 0.0},2026-02-28 14:03:42.858843+00:00
39,394858f1-3c84-4fab-851f-cb873857ae51,2026-02-28 13:58:42.847340+00:00,2026-02-28 14:03:42.847340+00:00,stock,late_events_over_30s_rate,FAIL,708,106,"{'late_rate': 0.1497175141242938, 'threshold_seconds': 30, 'lateness_p95_seconds': 44.009698799999995}",2026-02-28 14:03:42.858843+00:00
40,394858f1-3c84-4fab-851f-cb873857ae51,2026-02-28 13:58:42.847340+00:00,2026-02-28 14:03:42.847340+00:00,stock,stock_price_range,PASS,708,0,"{'bad_rate': 0.0, 'max_allowed': 5000, 'min_allowed': 0}",2026-02-28 14:03:42.858843+00:00
41,394858f1-3c84-4fab-851f-cb873857ae51,2026-02-28 13:58:42.847340+00:00,2026-02-28 14:03:42.847340+00:00,stock,unique_key_count_sanity,PASS,708,0,"{'warn_if_gt': 200, 'unique_keys': 6}",2026-02-28 14:03:42.858843+00:00
42,394858f1-3c84-4fab-851f-cb873857ae51,2026-02-28 13:58:42.847340+00:00,2026-02-28 14:03:42.847340+00:00,stock,dq_overall_summary,FAIL,708,0,"{'fail': 1, 'note': 'Roll-up score across DQ checks for last 5 minutes', 'pass': 4, 'warn': 0, 'overall_score_0_1': 0.8, 'overall_score_0_100': 80}",2026-02-28 14:03:42.858843+00:00
43,2f8f0626-66ea-4a0d-9236-ac2ad381897d,2026-02-28 13:58:42.873153+00:00,2026-02-28 14:03:42.873153+00:00,social,required_fields_not_null,PASS,392,0,"{'missing_rate': 0.0, 'required_cols': ['event_id', 'event_ts', 'key', 'value']}",2026-02-28 14:03:42.882380+00:00
44,2f8f0626-66ea-4a0d-9236-ac2ad381897d,2026-02-28 13:58:42.873153+00:00,2026-02-28 14:03:42.873153+00:00,social,duplicate_event_id_rate,PASS,392,0,{'duplicate_rate': 0.0},2026-02-28 14:03:42.882380+00:00
45,2f8f0626-66ea-4a0d-9236-ac2ad381897d,2026-02-28 13:58:42.873153+00:00,2026-02-28 14:03:42.873153+00:00,social,late_events_over_30s_rate,PASS,392,0,"{'late_rate': 0.0, 'threshold_seconds': 30, 'lateness_p95_seconds': 21.314710899999998}",2026-02-28 14:03:42.882380+00:00
46,2f8f0626-66ea-4a0d-9236-ac2ad381897d,2026-02-28 13:58:42.873153+00:00,2026-02-28 14:03:42.873153+00:00,social,social_mentions_range,PASS,392,0,"{'bad_rate': 0.0, 'max_allowed': 100000, 'min_allowed': 0}",2026-02-28 14:03:42.882380+00:00
47,2f8f0626-66ea-4a0d-9236-ac2ad381897d,2026-02-28 13:58:42.873153+00:00,2026-02-28 14:03:42.873153+00:00,social,unique_key_count_sanity,PASS,392,0,"{'warn_if_gt': 200, 'unique_keys': 10}",2026-02-28 14:03:42.882380+00:00
48,2f8f0626-66ea-4a0d-9236-ac2ad381897d,2026-02-28 13:58:42.873153+00:00,2026-02-28 14:03:42.873153+00:00,social,dq_overall_summary,PASS,392,0,"{'fail': 0, 'note': 'Roll-up score across DQ checks for last 5 minutes', 'pass': 5, 'warn': 0, 'overall_score_0_1': 1.0, 'overall_score_0_100': 100}",2026-02-28 14:03:42.882380+00:00
49,a7be2e27-3a83-486f-9502-0b26fd5f15da,2026-02-28 13:58:57.946529+00:00,2026-02-28 14:03:57.946529+00:00,stock,required_fields_not_null,PASS,783,0,"{'missing_rate': 0.0, 'required_cols': ['event_id', 'event_ts', 'key', 'value']}",2026-02-28 14:03:57.956379+00:00
50,a7be2e27-3a83-486f-9502-0b26fd5f15da,2026-02-28 13:58:57.946529+00:00,2026-02-28 14:03:57.946529+00:00,stock,duplicate_event_id_rate,PASS,783,0,{'duplicate_rate': 0.0},2026-02-28 14:03:57.956379+00:00
51,a7be2e27-3a83-486f-9502-0b26fd5f15da,2026-02-28 13:58:57.946529+00:00,2026-02-28 14:03:57.946529+00:00,stock,late_events_over_30s_rate,FAIL,783,106,"{'late_rate': 0.13537675606641125, 'threshold_seconds': 30, 'lateness_p95_seconds': 43.2675625}",2026-02-28 14:03:57.956379+00:00
52,a7be2e27-3a83-486f-9502-0b26fd5f15da,2026-02-28 13:58:57.946529+00:00,2026-02-28 14:03:57.946529+00:00,stock,stock_price_range,PASS,783,0,"{'bad_rate': 0.0, 'max_allowed': 5000, 'min_allowed': 0}",2026-02-28 14:03:57.956379+00:00
53,a7be2e27-3a83-486f-9502-0b26fd5f15da,2026-02-28 13:58:57.946529+00:00,2026-02-28 14:03:57.946529+00:00,stock,unique_key_count_sanity,PASS,783,0,"{'warn_if_gt': 200, 'unique_keys': 6}",2026-02-28 14:03:57.956379+00:00
54,a7be2e27-3a83-486f-9502-0b26fd5f15da,2026-02-28 13:58:57.946529+00:00,2026-02-28 14:03:57.946529+00:00,stock,dq_overall_summary,FAIL,783,0,"{'fail': 1, 'note': 'Roll-up score across DQ checks for last 5 minutes', 'pass': 4, 'warn': 0, 'overall_score_0_1': 0.8, 'overall_score_0_100': 80}",2026-02-28 14:03:57.956379+00:00
55,c508241b-c05b-48e3-b67d-0cc3ee4f1950,2026-02-28 13:58:57.966252+00:00,2026-02-28 14:03:57.966252+00:00,social,required_fields_not_null,PASS,442,0,"{'missing_rate': 0.0, 'required_cols': ['event_id', 'event_ts', 'key', 'value']}",2026-02-28 14:03:57.976418+00:00
56,c508241b-c05b-48e3-b67d-0cc3ee4f1950,2026-02-28 13:58:57.966252+00:00,2026-02-28 14:03:57.966252+00:00,social,duplicate_event_id_rate,PASS,442,0,{'duplicate_rate': 0.0},2026-02-28 14:03:57.976418+00:00
57,c508241b-c05b-48e3-b67d-0cc3ee4f1950,2026-02-28 13:58:57.966252+00:00,2026-02-28 14:03:57.966252+00:00,social,late_events_over_30s_rate,PASS,442,0,"{'late_rate': 0.0, 'threshold_seconds': 30, 'lateness_p95_seconds': 20.580011149999997}",2026-02-28 14:03:57.976418+00:00
58,c508241b-c05b-48e3-b67d-0cc3ee4f1950,2026-02-28 13:58:57.966252+00:00,2026-02-28 14:03:57.966252+00:00,social,social_mentions_range,PASS,442,0,"{'bad_rate': 0.0, 'max_allowed': 100000, 'min_allowed': 0}",2026-02-28 14:03:57.976418+00:00
59,c508241b-c05b-48e3-b67d-0cc3ee4f1950,2026-02-28 13:58:57.966252+00:00,2026-02-28 14:03:57.966252+00:00,social,unique_key_count_sanity,PASS,442,0,"{'warn_if_gt': 200, 'unique_keys': 10}",2026-02-28 14:03:57.976418+00:00
60,c508241b-c05b-48e3-b67d-0cc3ee4f1950,2026-02-28 13:58:57.966252+00:00,2026-02-28 14:03:57.966252+00:00,social,dq_overall_summary,PASS,442,0,"{'fail': 0, 'note': 'Roll-up score across DQ checks for last 5 minutes', 'pass': 5, 'warn': 0, 'overall_score_0_1': 1.0, 'overall_score_0_100': 100}",2026-02-28 14:03:57.976418+00:00
61,d1464af7-ca08-45a3-b0e2-f8a5dfcd1957,2026-02-28 13:59:13.050338+00:00,2026-02-28 14:04:13.050338+00:00,stock,required_fields_not_null,PASS,858,0,"{'missing_rate': 0.0, 'required_cols': ['event_id', 'event_ts', 'key', 'value']}",2026-02-28 14:04:13.070588+00:00
62,d1464af7-ca08-45a3-b0e2-f8a5dfcd1957,2026-02-28 13:59:13.050338+00:00,2026-02-28 14:04:13.050338+00:00,stock,duplicate_event_id_rate,PASS,858,0,{'duplicate_rate': 0.0},2026-02-28 14:04:13.070588+00:00
63,d1464af7-ca08-45a3-b0e2-f8a5dfcd1957,2026-02-28 13:59:13.050338+00:00,2026-02-28 14:04:13.050338+00:00,stock,late_events_over_30s_rate,FAIL,858,106,"{'late_rate': 0.12354312354312354, 'threshold_seconds': 30, 'lateness_p95_seconds': 42.5278102}",2026-02-28 14:04:13.070588+00:00
698,f486eb2f-8796-44ef-b0cf-7b33c420fe2b,2026-03-11 14:40:41.604328+00:00,2026-03-11 14:45:41.604328+00:00,stock,duplicate_event_id_rate,PASS,1491,0,{'duplicate_rate': 0.0},2026-03-11 14:45:41.619938+00:00
64,d1464af7-ca08-45a3-b0e2-f8a5dfcd1957,2026-02-28 13:59:13.050338+00:00,2026-02-28 14:04:13.050338+00:00,stock,stock_price_range,PASS,858,0,"{'bad_rate': 0.0, 'max_allowed': 5000, 'min_allowed': 0}",2026-02-28 14:04:13.070588+00:00
65,d1464af7-ca08-45a3-b0e2-f8a5dfcd1957,2026-02-28 13:59:13.050338+00:00,2026-02-28 14:04:13.050338+00:00,stock,unique_key_count_sanity,PASS,858,0,"{'warn_if_gt': 200, 'unique_keys': 6}",2026-02-28 14:04:13.070588+00:00
66,d1464af7-ca08-45a3-b0e2-f8a5dfcd1957,2026-02-28 13:59:13.050338+00:00,2026-02-28 14:04:13.050338+00:00,stock,dq_overall_summary,FAIL,858,0,"{'fail': 1, 'note': 'Roll-up score across DQ checks for last 5 minutes', 'pass': 4, 'warn': 0, 'overall_score_0_1': 0.8, 'overall_score_0_100': 80}",2026-02-28 14:04:13.070588+00:00
67,0bb635fa-89a1-43f3-942e-0b987bb8071a,2026-02-28 13:59:13.090436+00:00,2026-02-28 14:04:13.090436+00:00,social,required_fields_not_null,PASS,492,0,"{'missing_rate': 0.0, 'required_cols': ['event_id', 'event_ts', 'key', 'value']}",2026-02-28 14:04:13.101527+00:00
68,0bb635fa-89a1-43f3-942e-0b987bb8071a,2026-02-28 13:59:13.090436+00:00,2026-02-28 14:04:13.090436+00:00,social,duplicate_event_id_rate,PASS,492,0,{'duplicate_rate': 0.0},2026-02-28 14:04:13.101527+00:00
69,0bb635fa-89a1-43f3-942e-0b987bb8071a,2026-02-28 13:59:13.090436+00:00,2026-02-28 14:04:13.090436+00:00,social,late_events_over_30s_rate,PASS,492,0,"{'late_rate': 0.0, 'threshold_seconds': 30, 'lateness_p95_seconds': 19.847258749999995}",2026-02-28 14:04:13.101527+00:00
70,0bb635fa-89a1-43f3-942e-0b987bb8071a,2026-02-28 13:59:13.090436+00:00,2026-02-28 14:04:13.090436+00:00,social,social_mentions_range,PASS,492,0,"{'bad_rate': 0.0, 'max_allowed': 100000, 'min_allowed': 0}",2026-02-28 14:04:13.101527+00:00
71,0bb635fa-89a1-43f3-942e-0b987bb8071a,2026-02-28 13:59:13.090436+00:00,2026-02-28 14:04:13.090436+00:00,social,unique_key_count_sanity,PASS,492,0,"{'warn_if_gt': 200, 'unique_keys': 10}",2026-02-28 14:04:13.101527+00:00
72,0bb635fa-89a1-43f3-942e-0b987bb8071a,2026-02-28 13:59:13.090436+00:00,2026-02-28 14:04:13.090436+00:00,social,dq_overall_summary,PASS,492,0,"{'fail': 0, 'note': 'Roll-up score across DQ checks for last 5 minutes', 'pass': 5, 'warn': 0, 'overall_score_0_1': 1.0, 'overall_score_0_100': 100}",2026-02-28 14:04:13.101527+00:00
73,6b5258ef-c87b-47a8-82a1-6901cfe1693b,2026-02-28 13:59:28.187380+00:00,2026-02-28 14:04:28.187380+00:00,stock,required_fields_not_null,PASS,934,0,"{'missing_rate': 0.0, 'required_cols': ['event_id', 'event_ts', 'key', 'value']}",2026-02-28 14:04:28.200324+00:00
74,6b5258ef-c87b-47a8-82a1-6901cfe1693b,2026-02-28 13:59:28.187380+00:00,2026-02-28 14:04:28.187380+00:00,stock,duplicate_event_id_rate,PASS,934,0,{'duplicate_rate': 0.0},2026-02-28 14:04:28.200324+00:00
75,6b5258ef-c87b-47a8-82a1-6901cfe1693b,2026-02-28 13:59:28.187380+00:00,2026-02-28 14:04:28.187380+00:00,stock,late_events_over_30s_rate,FAIL,934,106,"{'late_rate': 0.11349036402569593, 'threshold_seconds': 30, 'lateness_p95_seconds': 41.77779489999998}",2026-02-28 14:04:28.200324+00:00
76,6b5258ef-c87b-47a8-82a1-6901cfe1693b,2026-02-28 13:59:28.187380+00:00,2026-02-28 14:04:28.187380+00:00,stock,stock_price_range,PASS,934,0,"{'bad_rate': 0.0, 'max_allowed': 5000, 'min_allowed': 0}",2026-02-28 14:04:28.200324+00:00
77,6b5258ef-c87b-47a8-82a1-6901cfe1693b,2026-02-28 13:59:28.187380+00:00,2026-02-28 14:04:28.187380+00:00,stock,unique_key_count_sanity,PASS,934,0,"{'warn_if_gt': 200, 'unique_keys': 6}",2026-02-28 14:04:28.200324+00:00
78,6b5258ef-c87b-47a8-82a1-6901cfe1693b,2026-02-28 13:59:28.187380+00:00,2026-02-28 14:04:28.187380+00:00,stock,dq_overall_summary,FAIL,934,0,"{'fail': 1, 'note': 'Roll-up score across DQ checks for last 5 minutes', 'pass': 4, 'warn': 0, 'overall_score_0_1': 0.8, 'overall_score_0_100': 80}",2026-02-28 14:04:28.200324+00:00
79,c88d67ca-cbd4-48cd-a597-0268bbd4cde4,2026-02-28 13:59:28.217569+00:00,2026-02-28 14:04:28.217569+00:00,social,required_fields_not_null,PASS,543,0,"{'missing_rate': 0.0, 'required_cols': ['event_id', 'event_ts', 'key', 'value']}",2026-02-28 14:04:28.229951+00:00
80,c88d67ca-cbd4-48cd-a597-0268bbd4cde4,2026-02-28 13:59:28.217569+00:00,2026-02-28 14:04:28.217569+00:00,social,duplicate_event_id_rate,PASS,543,0,{'duplicate_rate': 0.0},2026-02-28 14:04:28.229951+00:00
81,c88d67ca-cbd4-48cd-a597-0268bbd4cde4,2026-02-28 13:59:28.217569+00:00,2026-02-28 14:04:28.217569+00:00,social,late_events_over_30s_rate,PASS,543,0,"{'late_rate': 0.0, 'threshold_seconds': 30, 'lateness_p95_seconds': 19.102903499999993}",2026-02-28 14:04:28.229951+00:00
82,c88d67ca-cbd4-48cd-a597-0268bbd4cde4,2026-02-28 13:59:28.217569+00:00,2026-02-28 14:04:28.217569+00:00,social,social_mentions_range,PASS,543,0,"{'bad_rate': 0.0, 'max_allowed': 100000, 'min_allowed': 0}",2026-02-28 14:04:28.229951+00:00
83,c88d67ca-cbd4-48cd-a597-0268bbd4cde4,2026-02-28 13:59:28.217569+00:00,2026-02-28 14:04:28.217569+00:00,social,unique_key_count_sanity,PASS,543,0,"{'warn_if_gt': 200, 'unique_keys': 10}",2026-02-28 14:04:28.229951+00:00
84,c88d67ca-cbd4-48cd-a597-0268bbd4cde4,2026-02-28 13:59:28.217569+00:00,2026-02-28 14:04:28.217569+00:00,social,dq_overall_summary,PASS,543,0,"{'fail': 0, 'note': 'Roll-up score across DQ checks for last 5 minutes', 'pass': 5, 'warn': 0, 'overall_score_0_1': 1.0, 'overall_score_0_100': 100}",2026-02-28 14:04:28.229951+00:00
85,c691d9a7-5243-4abb-96ff-a2154dee7703,2026-02-28 13:59:43.284507+00:00,2026-02-28 14:04:43.284507+00:00,stock,required_fields_not_null,PASS,1009,0,"{'missing_rate': 0.0, 'required_cols': ['event_id', 'event_ts', 'key', 'value']}",2026-02-28 14:04:43.291048+00:00
86,c691d9a7-5243-4abb-96ff-a2154dee7703,2026-02-28 13:59:43.284507+00:00,2026-02-28 14:04:43.284507+00:00,stock,duplicate_event_id_rate,PASS,1009,0,{'duplicate_rate': 0.0},2026-02-28 14:04:43.291048+00:00
87,c691d9a7-5243-4abb-96ff-a2154dee7703,2026-02-28 13:59:43.284507+00:00,2026-02-28 14:04:43.284507+00:00,stock,late_events_over_30s_rate,FAIL,1009,106,"{'late_rate': 0.10505450941526263, 'threshold_seconds': 30, 'lateness_p95_seconds': 41.03537919999998}",2026-02-28 14:04:43.291048+00:00
88,c691d9a7-5243-4abb-96ff-a2154dee7703,2026-02-28 13:59:43.284507+00:00,2026-02-28 14:04:43.284507+00:00,stock,stock_price_range,PASS,1009,0,"{'bad_rate': 0.0, 'max_allowed': 5000, 'min_allowed': 0}",2026-02-28 14:04:43.291048+00:00
89,c691d9a7-5243-4abb-96ff-a2154dee7703,2026-02-28 13:59:43.284507+00:00,2026-02-28 14:04:43.284507+00:00,stock,unique_key_count_sanity,PASS,1009,0,"{'warn_if_gt': 200, 'unique_keys': 6}",2026-02-28 14:04:43.291048+00:00
90,c691d9a7-5243-4abb-96ff-a2154dee7703,2026-02-28 13:59:43.284507+00:00,2026-02-28 14:04:43.284507+00:00,stock,dq_overall_summary,FAIL,1009,0,"{'fail': 1, 'note': 'Roll-up score across DQ checks for last 5 minutes', 'pass': 4, 'warn': 0, 'overall_score_0_1': 0.8, 'overall_score_0_100': 80}",2026-02-28 14:04:43.291048+00:00
