window_start,source,key,stream_count,batch_count,count_diff,count_diff_pct,stream_avg,batch_avg,avg_diff,avg_diff_pct,stream_min,batch_min,min_diff,stream_max,batch_max,max_diff,status,compared_ts,root_cause_tags,details_json
2026-02-28 14:07:00+00:00,stock,AAPL,50,50.0,0,0.0,184.986,184.986,0.0,0.0,183.64,183.64,0.0,186.35,186.35,0.0,MATCH,2026-02-28 14:08:49.643711+00:00,['near_real_time_window'],"{'dq_last_ts': '2026-02-28T14:08:46.251104+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
2026-02-28 14:01:00+00:00,social,Gaming,2,2.0,0,0.0,229.0,229.0,0.0,0.0,228.0,228.0,0.0,230.0,230.0,0.0,MATCH,2026-02-28 14:08:49.643711+00:00,[],"{'dq_last_ts': '2026-02-28T14:08:46.288926+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
2026-02-28 14:05:00+00:00,stock,AMZN,52,52.0,0,0.0,174.83384615384614,174.83384615384614,0.0,0.0,173.25,173.25,0.0,176.72,176.72,0.0,MATCH,2026-02-28 14:08:49.643711+00:00,[],"{'dq_last_ts': '2026-02-28T14:08:46.251104+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
2026-02-28 14:01:00+00:00,stock,GOOGL,32,32.0,0,0.0,150.85468750000004,150.85468750000004,0.0,0.0,89.94,89.94,0.0,238.59,238.59,0.0,MATCH,2026-02-28 14:08:49.643711+00:00,[],"{'dq_last_ts': '2026-02-28T14:08:46.251104+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
2026-02-28 14:03:00+00:00,stock,MSFT,54,54.0,0,0.0,411.683148148148,411.683148148148,0.0,0.0,245.92,245.92,0.0,658.1,658.1,0.0,MATCH,2026-02-28 14:08:49.643711+00:00,[],"{'dq_last_ts': '2026-02-28T14:08:46.251104+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
2026-02-28 14:05:00+00:00,stock,GOOGL,56,56.0,0,0.0,150.05410714285713,150.05410714285713,0.0,0.0,148.75,148.75,0.0,151.25,151.25,0.0,MATCH,2026-02-28 14:08:49.643711+00:00,[],"{'dq_last_ts': '2026-02-28T14:08:46.251104+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
2026-02-28 14:07:00+00:00,social,Elections,27,27.0,0,0.0,201.66666666666666,201.66666666666666,0.0,0.0,46.0,46.0,0.0,349.0,349.0,0.0,MATCH,2026-02-28 14:08:49.643711+00:00,['near_real_time_window'],"{'dq_last_ts': '2026-02-28T14:08:46.288926+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
2026-02-28 14:02:00+00:00,social,Python,21,21.0,0,0.0,182.61904761904762,182.61904761904762,0.0,0.0,61.0,61.0,0.0,344.0,344.0,0.0,MATCH,2026-02-28 14:08:49.643711+00:00,[],"{'dq_last_ts': '2026-02-28T14:08:46.288926+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
2026-02-28 14:05:00+00:00,social,Elections,24,24.0,0,0.0,237.0,237.0,0.0,0.0,124.0,124.0,0.0,379.0,379.0,0.0,MATCH,2026-02-28 14:08:49.643711+00:00,[],"{'dq_last_ts': '2026-02-28T14:08:46.288926+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
2026-02-28 14:05:00+00:00,social,Bollywood,17,17.0,0,0.0,154.35294117647058,154.35294117647058,0.0,0.0,13.0,13.0,0.0,280.0,280.0,0.0,MATCH,2026-02-28 14:08:49.643711+00:00,[],"{'dq_last_ts': '2026-02-28T14:08:46.288926+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
2026-02-28 14:05:00+00:00,social,Gaming,17,17.0,0,0.0,187.0,187.0,0.0,0.0,53.0,53.0,0.0,363.0,363.0,0.0,MATCH,2026-02-28 14:08:49.643711+00:00,[],"{'dq_last_ts': '2026-02-28T14:08:46.288926+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
2026-02-28 14:04:00+00:00,stock,GOOGL,45,45.0,0,0.0,149.97133333333332,149.97133333333332,0.0,0.0,148.27,148.27,0.0,151.09,151.09,0.0,MATCH,2026-02-28 14:08:49.643711+00:00,[],"{'dq_last_ts': '2026-02-28T14:08:46.251104+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
2026-02-28 14:05:00+00:00,stock,NVDA,44,44.0,0,0.0,719.2661363636364,719.2661363636364,0.0,0.0,713.83,713.83,0.0,725.6,725.6,0.0,MATCH,2026-02-28 14:08:49.643711+00:00,[],"{'dq_last_ts': '2026-02-28T14:08:46.251104+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
2026-02-28 14:04:00+00:00,social,Elections,25,25.0,0,0.0,182.76,182.76,0.0,0.0,60.0,60.0,0.0,324.0,324.0,0.0,MATCH,2026-02-28 14:08:49.643711+00:00,[],"{'dq_last_ts': '2026-02-28T14:08:46.288926+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
2026-02-28 14:03:00+00:00,stock,AAPL,56,56.0,0,0.0,185.12500000000003,185.12500000000003,0.0,0.0,183.47,183.47,0.0,186.82,186.82,0.0,MATCH,2026-02-28 14:08:49.643711+00:00,[],"{'dq_last_ts': '2026-02-28T14:08:46.251104+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
2026-02-28 14:02:00+00:00,social,Climate,15,15.0,0,0.0,182.66666666666666,182.66666666666666,0.0,0.0,49.0,49.0,0.0,289.0,289.0,0.0,MATCH,2026-02-28 14:08:49.643711+00:00,[],"{'dq_last_ts': '2026-02-28T14:08:46.288926+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
2026-02-28 14:01:00+00:00,social,Python,6,6.0,0,0.0,123.5,123.5,0.0,0.0,29.0,29.0,0.0,240.0,240.0,0.0,MATCH,2026-02-28 14:08:49.643711+00:00,[],"{'dq_last_ts': '2026-02-28T14:08:46.288926+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
2026-02-28 14:04:00+00:00,social,AI,22,22.0,0,0.0,208.95454545454547,208.95454545454547,0.0,0.0,71.0,71.0,0.0,341.0,341.0,0.0,MATCH,2026-02-28 14:08:49.643711+00:00,[],"{'dq_last_ts': '2026-02-28T14:08:46.288926+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
2026-02-28 14:05:00+00:00,social,Cricket,15,15.0,0,0.0,255.93333333333334,255.93333333333334,0.0,0.0,60.0,60.0,0.0,975.0,975.0,0.0,MATCH,2026-02-28 14:08:49.643711+00:00,[],"{'dq_last_ts': '2026-02-28T14:08:46.288926+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
2026-02-28 14:04:00+00:00,stock,AAPL,52,52.0,0,0.0,185.1203846153847,185.1203846153847,0.0,0.0,183.33,183.33,0.0,186.63,186.63,0.0,MATCH,2026-02-28 14:08:49.643711+00:00,[],"{'dq_last_ts': '2026-02-28T14:08:46.251104+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
2026-02-28 14:05:00+00:00,social,Space,18,18.0,0,0.0,196.88888888888889,196.88888888888889,0.0,0.0,80.0,80.0,0.0,401.0,401.0,0.0,MATCH,2026-02-28 14:08:49.643711+00:00,[],"{'dq_last_ts': '2026-02-28T14:08:46.288926+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
2026-02-28 14:03:00+00:00,social,Space,23,23.0,0,0.0,216.30434782608697,216.30434782608697,0.0,0.0,71.0,71.0,0.0,418.0,418.0,0.0,MATCH,2026-02-28 14:08:49.643711+00:00,[],"{'dq_last_ts': '2026-02-28T14:08:46.288926+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
2026-02-28 14:01:00+00:00,social,Climate,6,6.0,0,0.0,188.66666666666666,188.66666666666666,0.0,0.0,72.0,72.0,0.0,298.0,298.0,0.0,MATCH,2026-02-28 14:08:49.643711+00:00,[],"{'dq_last_ts': '2026-02-28T14:08:46.288926+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
2026-02-28 14:01:00+00:00,social,Cricket,6,6.0,0,0.0,281.8333333333333,281.8333333333333,0.0,0.0,107.0,107.0,0.0,419.0,419.0,0.0,MATCH,2026-02-28 14:08:49.643711+00:00,[],"{'dq_last_ts': '2026-02-28T14:08:46.288926+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
2026-02-28 14:03:00+00:00,social,AI,18,18.0,0,0.0,213.77777777777777,213.77777777777777,0.0,0.0,72.0,72.0,0.0,340.0,340.0,0.0,MATCH,2026-02-28 14:08:49.643711+00:00,[],"{'dq_last_ts': '2026-02-28T14:08:46.288926+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
2026-02-28 14:03:00+00:00,social,Startups,24,24.0,0,0.0,211.91666666666666,211.91666666666666,0.0,0.0,39.0,39.0,0.0,346.0,346.0,0.0,MATCH,2026-02-28 14:08:49.643711+00:00,[],"{'dq_last_ts': '2026-02-28T14:08:46.288926+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
2026-02-28 14:02:00+00:00,stock,TSLA,49,49.0,0,0.0,209.9222448979592,209.9222448979592,0.0,0.0,207.89,207.89,0.0,211.59,211.59,0.0,MATCH,2026-02-28 14:08:49.643711+00:00,[],"{'dq_last_ts': '2026-02-28T14:08:46.251104+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
2026-02-28 14:01:00+00:00,stock,AMZN,41,41.0,0,0.0,174.9987804878049,174.9987804878049,0.0,0.0,173.05,173.05,0.0,176.59,176.59,0.0,MATCH,2026-02-28 14:08:49.643711+00:00,[],"{'dq_last_ts': '2026-02-28T14:08:46.251104+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
2026-02-28 14:01:00+00:00,social,Space,3,3.0,0,0.0,234.33333333333334,234.33333333333334,0.0,0.0,100.0,100.0,0.0,365.0,365.0,0.0,MATCH,2026-02-28 14:08:49.643711+00:00,[],"{'dq_last_ts': '2026-02-28T14:08:46.288926+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
2026-02-28 14:02:00+00:00,stock,AAPL,49,49.0,0,0.0,185.02469387755102,185.02469387755102,0.0,0.0,183.37,183.37,0.0,186.55,186.55,0.0,MATCH,2026-02-28 14:08:49.643711+00:00,[],"{'dq_last_ts': '2026-02-28T14:08:46.251104+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
2026-02-28 14:07:00+00:00,social,Startups,20,20.0,0,0.0,197.9,197.9,0.0,0.0,22.0,22.0,0.0,319.0,319.0,0.0,MATCH,2026-02-28 14:08:49.643711+00:00,['near_real_time_window'],"{'dq_last_ts': '2026-02-28T14:08:46.288926+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
2026-02-28 14:05:00+00:00,social,Crypto,27,27.0,0,0.0,283.55555555555554,283.55555555555554,0.0,0.0,87.0,87.0,0.0,2805.0,2805.0,0.0,MATCH,2026-02-28 14:08:49.643711+00:00,[],"{'dq_last_ts': '2026-02-28T14:08:46.288926+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
2026-02-28 14:02:00+00:00,social,Elections,21,21.0,0,0.0,239.04761904761904,239.04761904761904,0.0,0.0,59.0,59.0,0.0,356.0,356.0,0.0,MATCH,2026-02-28 14:08:49.643711+00:00,[],"{'dq_last_ts': '2026-02-28T14:08:46.288926+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
2026-02-28 14:08:00+00:00,stock,MSFT,40,25.0,15,60.0,410.1125,410.05680000000007,0.055699999999944794,0.013583484044148221,406.35,406.35,0.0,413.15,412.69,0.45999999999997954,FAIL,2026-02-28 14:08:49.643711+00:00,['near_real_time_window'],"{'dq_last_ts': '2026-02-28T14:08:46.251104+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
2026-02-28 14:03:00+00:00,stock,AMZN,49,49.0,0,0.0,173.53755102040816,173.53755102040816,0.0,0.0,104.72,104.72,0.0,176.41,176.41,0.0,MATCH,2026-02-28 14:08:49.643711+00:00,[],"{'dq_last_ts': '2026-02-28T14:08:46.251104+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
2026-02-28 14:08:00+00:00,social,Cricket,12,6.0,6,100.0,190.58333333333334,213.0,-22.416666666666657,-10.52425665101721,59.0,148.0,-89.0,280.0,280.0,0.0,FAIL,2026-02-28 14:08:49.643711+00:00,['near_real_time_window'],"{'dq_last_ts': '2026-02-28T14:08:46.288926+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
2026-02-28 14:06:00+00:00,social,Cricket,16,16.0,0,0.0,226.0,226.0,0.0,0.0,91.0,91.0,0.0,360.0,360.0,0.0,MATCH,2026-02-28 14:08:49.643711+00:00,[],"{'dq_last_ts': '2026-02-28T14:08:46.288926+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
2026-02-28 14:07:00+00:00,social,AI,18,18.0,0,0.0,212.61111111111111,212.61111111111111,0.0,0.0,121.0,121.0,0.0,322.0,322.0,0.0,MATCH,2026-02-28 14:08:49.643711+00:00,['near_real_time_window'],"{'dq_last_ts': '2026-02-28T14:08:46.288926+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
2026-02-28 14:08:00+00:00,stock,AMZN,33,14.0,19,135.71428571428572,175.11636363636364,175.12857142857143,-0.012207792207789225,-0.0069707598869829974,173.75,174.04,-0.28999999999999204,176.39,176.29,0.09999999999999432,FAIL,2026-02-28 14:08:49.643711+00:00,['near_real_time_window'],"{'dq_last_ts': '2026-02-28T14:08:46.251104+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
2026-02-28 14:06:00+00:00,social,Gaming,16,16.0,0,0.0,202.1875,202.1875,0.0,0.0,49.0,49.0,0.0,349.0,349.0,0.0,MATCH,2026-02-28 14:08:49.643711+00:00,[],"{'dq_last_ts': '2026-02-28T14:08:46.288926+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
2026-02-28 14:08:00+00:00,social,Elections,15,7.0,8,114.28571428571428,233.4,227.42857142857142,5.971428571428589,2.6256281407035256,129.0,129.0,0.0,381.0,371.0,10.0,FAIL,2026-02-28 14:08:49.643711+00:00,['near_real_time_window'],"{'dq_last_ts': '2026-02-28T14:08:46.288926+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
2026-02-28 14:07:00+00:00,social,Cricket,19,19.0,0,0.0,177.94736842105263,177.94736842105263,0.0,0.0,1.0,1.0,0.0,374.0,374.0,0.0,MATCH,2026-02-28 14:08:49.643711+00:00,['near_real_time_window'],"{'dq_last_ts': '2026-02-28T14:08:46.288926+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
2026-02-28 14:06:00+00:00,social,Climate,18,18.0,0,0.0,201.61111111111111,201.61111111111111,0.0,0.0,15.0,15.0,0.0,355.0,355.0,0.0,MATCH,2026-02-28 14:08:49.643711+00:00,[],"{'dq_last_ts': '2026-02-28T14:08:46.288926+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
2026-02-28 14:06:00+00:00,social,Crypto,16,16.0,0,0.0,188.125,188.125,0.0,0.0,53.0,53.0,0.0,308.0,308.0,0.0,MATCH,2026-02-28 14:08:49.643711+00:00,[],"{'dq_last_ts': '2026-02-28T14:08:46.288926+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
2026-02-28 14:06:00+00:00,stock,MSFT,47,47.0,0,0.0,410.0834042553192,410.0834042553192,0.0,0.0,407.07,407.07,0.0,413.33,413.33,0.0,MATCH,2026-02-28 14:08:49.643711+00:00,[],"{'dq_last_ts': '2026-02-28T14:08:46.251104+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
2026-02-28 14:03:00+00:00,social,Elections,18,18.0,0,0.0,196.33333333333334,196.33333333333334,0.0,0.0,26.0,26.0,0.0,365.0,365.0,0.0,MATCH,2026-02-28 14:08:49.643711+00:00,[],"{'dq_last_ts': '2026-02-28T14:08:46.288926+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
2026-02-28 14:02:00+00:00,social,Crypto,19,19.0,0,0.0,223.3684210526316,223.3684210526316,0.0,0.0,54.0,54.0,0.0,1110.0,1110.0,0.0,MATCH,2026-02-28 14:08:49.643711+00:00,[],"{'dq_last_ts': '2026-02-28T14:08:46.288926+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
2026-02-28 14:04:00+00:00,stock,MSFT,44,44.0,0,0.0,409.90090909090924,409.90090909090924,0.0,0.0,406.49,406.49,0.0,412.97,412.97,0.0,MATCH,2026-02-28 14:08:49.643711+00:00,[],"{'dq_last_ts': '2026-02-28T14:08:46.251104+00:00', 'thresholds': {'fail_pct': 5.0, 'warn_pct': 1.0}, 'dq_dup_status': 'PASS', 'dq_late_status': 'PASS'}"
