id,alert_id,source,key,event_id,event_ts,window_start,window_end,metric_name,actual_value,expected_value,score,anomaly_type,details_json,created_ts,method,model_version,severity_score
17,822f9919-6963-4a58-a7b5-3c8773d24e8f,social,AI,41374166-f9f7-477b-b0e4-04b4f50cc234,2026-03-11 14:47:14.034215+00:00,2026-03-11 14:42:14.034215+00:00,2026-03-11 14:47:14.034215+00:00,mentions,261.0,169.3,-0.2092995353073705,spike,"{'method': 'IsolationForest', 'contamination': 0.02, 'feature_preview': {'delta': 149.0, 'z_approx': 1.9492459303430862, 'roll_std_10': 47.0438329882058}, 'threshold_value': -0.2162112844313587, 'threshold_percentile': 98}",2026-03-11 14:47:36.130467+00:00,IFOR,v2,
18,c0fa5718-b881-4535-8468-6517da5eca4b,social,Climate,3131da1b-c34d-4e12-990a-6912dc3be06f,2026-03-11 14:47:30.594212+00:00,2026-03-11 14:42:30.594212+00:00,2026-03-11 14:47:30.594212+00:00,mentions,42.0,183.2,-0.2852552953707407,drop,"{'method': 'IsolationForest', 'contamination': 0.02, 'feature_preview': {'delta': -141.0, 'z_approx': -1.7713525873577607, 'roll_std_10': 79.71309665153738}, 'threshold_value': -0.28578692753428053, 'threshold_percentile': 98}",2026-03-11 14:47:36.130467+00:00,IFOR,v2,
19,1863eec8-bb59-4faf-a774-cb958cd0bd03,stock,AAPL,adfc2b05-1ef6-4e9f-ae0f-17ca95c8a6f7,2026-03-11 14:47:43.606768+00:00,2026-03-11 14:42:43.606768+00:00,2026-03-11 14:47:43.606768+00:00,price,183.26,184.974,-0.2717532737338881,drop,"{'method': 'IsolationForest', 'contamination': 0.01, 'feature_preview': {'delta': -1.8700000000000045, 'z_approx': -2.18052902820687, 'roll_std_10': 0.786047779152697}, 'threshold_value': -0.2857811580056142, 'threshold_percentile': 98}",2026-03-11 14:47:54.458878+00:00,IFOR,v2,
20,947ea92c-1445-4ec8-98fa-6a116da662b9,stock,TSLA,ea1281b1-e41d-4c07-bbc8-b5e7bac34c5a,2026-03-11 14:47:40.793970+00:00,2026-03-11 14:42:40.793970+00:00,2026-03-11 14:47:40.793970+00:00,price,208.57,209.592,-0.3076617599049568,drop,"{'method': 'IsolationForest', 'contamination': 0.01, 'feature_preview': {'delta': -1.7600000000000193, 'z_approx': -1.5677666119933384, 'roll_std_10': 0.6518827433763223}, 'threshold_value': -0.31738728182739523, 'threshold_percentile': 98}",2026-03-11 14:47:54.458878+00:00,IFOR,v2,
21,f1da8c4a-aa86-4139-a98c-59e2354553f1,stock,GOOGL,475526e7-7ec1-43dc-a31c-0bf785a68324,2026-03-11 14:47:45.641990+00:00,2026-03-11 14:42:45.641990+00:00,2026-03-11 14:47:45.641990+00:00,price,151.09,149.575,-0.294338651517882,spike,"{'method': 'IsolationForest', 'contamination': 0.01, 'feature_preview': {'delta': 1.009999999999991, 'z_approx': 1.8893842029597183, 'roll_std_10': 0.8018485587138756}, 'threshold_value': -0.29674944955313365, 'threshold_percentile': 98}",2026-03-11 14:47:54.458878+00:00,IFOR,v2,
22,cb027396-acb6-4218-a64f-ad89833f51a0,stock,MSFT,27de3d8b-a985-4dc8-affc-d9cfeedbcca9,2026-03-11 14:47:40.191604+00:00,2026-03-11 14:42:40.191604+00:00,2026-03-11 14:47:40.191604+00:00,price,412.71,410.48400000000004,-0.31583101613429776,spike,"{'method': 'IsolationForest', 'contamination': 0.01, 'feature_preview': {'delta': 5.069999999999993, 'z_approx': 1.3223881639297062, 'roll_std_10': 1.6833181517482707}, 'threshold_value': -0.3172702158489389, 'threshold_percentile': 98}",2026-03-11 14:47:54.458878+00:00,IFOR,v2,
23,c7188ca0-96b2-46dd-a369-b0d72c3fee5b,social,Bollywood,6210a5a4-1179-4ded-a8f6-5fb45d076826,2026-03-11 14:47:46.246429+00:00,2026-03-11 14:42:46.246429+00:00,2026-03-11 14:47:46.246429+00:00,mentions,99.0,201.8,-0.2224320285753037,drop,"{'method': 'IsolationForest', 'contamination': 0.02, 'feature_preview': {'delta': -144.0, 'z_approx': -2.161691683537467, 'roll_std_10': 47.55534787078171}, 'threshold_value': -0.2334780287984178, 'threshold_percentile': 98}",2026-03-11 14:47:59.226395+00:00,IFOR,v2,
24,6b2adaf5-9097-4f8f-81a3-077526e01b4d,social,Startups,4b12bfc9-cfbd-4475-878f-35a8f1af2bc1,2026-03-11 14:47:45.945678+00:00,2026-03-11 14:42:45.945678+00:00,2026-03-11 14:47:45.945678+00:00,mentions,361.0,252.5,-0.162567973607883,spike,"{'method': 'IsolationForest', 'contamination': 0.02, 'feature_preview': {'delta': 4.0, 'z_approx': 1.55946149937047, 'roll_std_10': 69.57529893735737}, 'threshold_value': -0.1664915908194951, 'threshold_percentile': 98}",2026-03-11 14:47:59.226395+00:00,IFOR,v2,
25,d4e9b9c6-d6d4-42df-a8c7-558f3835c683,social,Gaming,9c712e48-920d-4977-bafa-0d1d35f6dbe5,2026-03-11 14:47:42.632658+00:00,2026-03-11 14:42:42.632658+00:00,2026-03-11 14:47:42.632658+00:00,mentions,109.0,221.2,-0.17079899956619043,drop,"{'method': 'IsolationForest', 'contamination': 0.02, 'feature_preview': {'delta': -153.0, 'z_approx': -1.9742835367877745, 'roll_std_10': 56.8307428539637}, 'threshold_value': -0.17843845633930583, 'threshold_percentile': 98}",2026-03-11 14:47:59.226395+00:00,IFOR,v2,
26,de6c9c97-5d08-4788-8d7c-14c796ad0d0d,social,Python,b54fa795-aefe-4c3c-8b66-d115bf14e85a,2026-03-11 14:47:26.986343+00:00,2026-03-11 14:42:26.986343+00:00,2026-03-11 14:47:26.986343+00:00,mentions,318.0,228.9,-0.12004920589505808,spike,"{'method': 'IsolationForest', 'contamination': 0.02, 'feature_preview': {'delta': 76.0, 'z_approx': 1.8841284801934253, 'roll_std_10': 47.28976868438025}, 'threshold_value': -0.13042695718196928, 'threshold_percentile': 98}",2026-03-11 14:47:59.226395+00:00,IFOR,v2,
27,5cfa5fc2-b50e-40e4-acdc-0b6f1e57a712,social,Elections,f788dca5-bb22-4c59-8cff-c6d1c7552022,2026-03-11 14:47:40.220119+00:00,2026-03-11 14:42:40.220119+00:00,2026-03-11 14:47:40.220119+00:00,mentions,339.0,191.9,-0.23642209104289896,spike,"{'method': 'IsolationForest', 'contamination': 0.02, 'feature_preview': {'delta': 209.0, 'z_approx': 1.743861524380174, 'roll_std_10': 84.35302800334688}, 'threshold_value': -0.23815291188148785, 'threshold_percentile': 98}",2026-03-11 14:47:59.226395+00:00,IFOR,v2,
28,bf57a551-2189-447b-98c5-18d55055c4ec,social,Space,61ee150c-cfa0-410a-a986-8d9321dbbc2c,2026-03-11 14:47:36.908034+00:00,2026-03-11 14:42:36.908034+00:00,2026-03-11 14:47:36.908034+00:00,mentions,3525.0,560.3,0.175142066239241,spike,"{'method': 'IsolationForest', 'contamination': 0.02, 'feature_preview': {'delta': 3190.0, 'z_approx': 2.8358989965824413, 'roll_std_10': 1045.4180503511504}, 'threshold_value': 0.15511553334838446, 'threshold_percentile': 98}",2026-03-11 14:47:59.226395+00:00,IFOR,v2,
29,c37706d4-6897-4cb7-a4dd-a7086ec8b37b,stock,AMZN,16962e95-e2c8-48ba-8a67-ce7c660371fb,2026-03-11 14:47:59.496813+00:00,2026-03-11 14:42:59.496813+00:00,2026-03-11 14:47:59.496813+00:00,price,173.66,175.195,-0.3093896539016884,drop,"{'method': 'IsolationForest', 'contamination': 0.01, 'feature_preview': {'delta': -1.5800000000000125, 'z_approx': -1.7064628672133595, 'roll_std_10': 0.8995214777258175}, 'threshold_value': -0.3094713097259861, 'threshold_percentile': 98}",2026-03-11 14:48:17.704349+00:00,IFOR,v2,
30,2bdabec7-f9a3-4dee-b521-eb5f15678740,stock,NVDA,6d64d3f7-2ffb-4646-a6ea-b904ba416ee5,2026-03-11 14:48:06.525085+00:00,2026-03-11 14:43:06.525085+00:00,2026-03-11 14:48:06.525085+00:00,price,712.1,721.0730000000001,-0.14855204232566688,drop,"{'method': 'IsolationForest', 'contamination': 0.01, 'feature_preview': {'delta': -9.949999999999932, 'z_approx': -2.1171307599780063, 'roll_std_10': 4.238283326483474}, 'threshold_value': -0.19178513602941502, 'threshold_percentile': 98}",2026-03-11 14:48:17.704349+00:00,IFOR,v2,
31,7561d5a3-4924-419b-bcaf-53d3d61497a3,social,Cricket,6d658ac9-3562-48d3-87bb-62e3893d439d,2026-03-11 14:47:59.782937+00:00,2026-03-11 14:42:59.782937+00:00,2026-03-11 14:47:59.782937+00:00,mentions,290.0,176.8,-0.07609756111364807,spike,"{'method': 'IsolationForest', 'contamination': 0.02, 'feature_preview': {'delta': 241.0, 'z_approx': 1.4415009402431418, 'roll_std_10': 78.52925852473342}, 'threshold_value': -0.0849717439177217, 'threshold_percentile': 98}",2026-03-11 14:48:21.985279+00:00,IFOR,v2,
32,cb69d453-f45d-42b7-bf30-a241a4c0abdc,social,Crypto,d7f2804b-7f63-4d85-bf6b-2fe0542b0a62,2026-03-11 14:47:50.762625+00:00,2026-03-11 14:42:50.762625+00:00,2026-03-11 14:47:50.762625+00:00,mentions,44.0,158.0,-0.19547802481210796,drop,"{'method': 'IsolationForest', 'contamination': 0.02, 'feature_preview': {'delta': -232.0, 'z_approx': -1.213162660167204, 'roll_std_10': 93.96926211386027}, 'threshold_value': -0.20413063231977566, 'threshold_percentile': 98}",2026-03-11 14:48:45.733226+00:00,IFOR,v2,
33,e1732d92-9e48-4b7a-9332-92a97c93ba5c,social,AI,b8d1f44e-5ffd-4ca3-99da-98f013103b08,2026-03-11 14:49:17.101975+00:00,2026-03-11 14:44:17.101975+00:00,2026-03-11 14:49:17.101975+00:00,mentions,1320.0,306.1,-0.030016565915558124,spike,"{'method': 'IsolationForest', 'contamination': 0.02, 'feature_preview': {'delta': 1244.0, 'z_approx': 2.726815564884223, 'roll_std_10': 371.82566105934956}, 'threshold_value': -0.06014434332097565, 'threshold_percentile': 98}",2026-03-11 14:49:32.873266+00:00,IFOR,v2,
34,2e6276d6-9f9c-48cc-b175-256f4d685a80,social,Python,6522f08a-ee68-4081-8a37-80d45874babc,2026-03-11 14:49:44.187589+00:00,2026-03-11 14:44:44.187589+00:00,2026-03-11 14:49:44.187589+00:00,mentions,303.0,200.3,-0.1217464014270675,spike,"{'method': 'IsolationForest', 'contamination': 0.02, 'feature_preview': {'delta': 288.0, 'z_approx': 1.212465089966873, 'roll_std_10': 84.70346969149105}, 'threshold_value': -0.12581170769440633, 'threshold_percentile': 98}",2026-03-11 14:49:56.514631+00:00,IFOR,v2,
35,1314c336-3696-45bc-801b-2182ea9ed22c,social,Elections,40c87a4f-bc20-4d25-9c95-6a223fd122b6,2026-03-11 14:49:44.789380+00:00,2026-03-11 14:44:44.789380+00:00,2026-03-11 14:49:44.789380+00:00,mentions,47.0,221.1,-0.13405334957489057,drop,"{'method': 'IsolationForest', 'contamination': 0.02, 'feature_preview': {'delta': -250.0, 'z_approx': -1.7385975657910147, 'roll_std_10': 100.13818230602965}, 'threshold_value': -0.1515855936337136, 'threshold_percentile': 98}",2026-03-11 14:49:56.514631+00:00,IFOR,v2,
36,21834ebd-b438-42cb-b98e-48ecf4bdbbda,social,Space,543da5e4-14af-4804-87bb-2e3e3b6d9f88,2026-03-11 14:49:41.777987+00:00,2026-03-11 14:44:41.777987+00:00,2026-03-11 14:49:41.777987+00:00,mentions,380.0,238.8,-0.17038823950210613,spike,"{'method': 'IsolationForest', 'contamination': 0.02, 'feature_preview': {'delta': 146.0, 'z_approx': 1.9864001188550813, 'roll_std_10': 71.08336264165382}, 'threshold_value': -0.18440112747741688, 'threshold_percentile': 98}",2026-03-11 14:49:56.514631+00:00,IFOR,v2,
37,07ca156e-a4dc-4b19-816a-c4615b3a95b8,stock,AAPL,12bc8008-024f-49c2-8959-151859af8c8d,2026-03-11 14:50:03.039164+00:00,2026-03-11 14:45:03.039164+00:00,2026-03-11 14:50:03.039164+00:00,price,182.81,185.12,-0.20917191020622306,drop,"{'method': 'IsolationForest', 'contamination': 0.01, 'feature_preview': {'delta': -2.4099999999999966, 'z_approx': -2.2743693334200668, 'roll_std_10': 1.0156661743791437}, 'threshold_value': -0.24109164196646998, 'threshold_percentile': 98}",2026-03-11 14:50:14.993931+00:00,IFOR,v2,
38,764d9fac-d649-41b1-8aac-92e82808b3b4,stock,TSLA,281b52be-3406-4d85-b06d-cecdf62d835d,2026-03-11 14:49:59.628386+00:00,2026-03-11 14:44:59.628386+00:00,2026-03-11 14:49:59.628386+00:00,price,212.08,209.91199999999998,-0.21701763269099283,spike,"{'method': 'IsolationForest', 'contamination': 0.01, 'feature_preview': {'delta': 2.670000000000016, 'z_approx': 2.312532785175994, 'roll_std_10': 0.9375002222228128}, 'threshold_value': -0.21995602493474775, 'threshold_percentile': 98}",2026-03-11 14:50:14.993931+00:00,IFOR,v2,
39,74edb188-4d3e-4d0a-b533-62a956e00c41,stock,GOOGL,91e0b994-b12f-4a27-b3b1-9b9a857b68e1,2026-03-11 14:50:01.033116+00:00,2026-03-11 14:45:01.033116+00:00,2026-03-11 14:50:01.033116+00:00,price,151.05,150.19400000000002,-0.2944545316402504,spike,"{'method': 'IsolationForest', 'contamination': 0.01, 'feature_preview': {'delta': 1.5300000000000011, 'z_approx': 1.6555549412651802, 'roll_std_10': 0.5170471717150242}, 'threshold_value': -0.3030796217774132, 'threshold_percentile': 98}",2026-03-11 14:50:14.993931+00:00,IFOR,v2,
40,b480a1e4-6c77-4a73-aad3-984e89a361f7,stock,MSFT,9737430d-a291-46d7-add0-dbb0d2612931,2026-03-11 14:50:11.284134+00:00,2026-03-11 14:45:11.284134+00:00,2026-03-11 14:50:11.284134+00:00,price,405.98,409.3,-0.24673101513093598,drop,"{'method': 'IsolationForest', 'contamination': 0.01, 'feature_preview': {'delta': -5.449999999999989, 'z_approx': -1.6089061882558529, 'roll_std_10': 2.0635137239412726}, 'threshold_value': -0.2758993207183078, 'threshold_percentile': 98}",2026-03-11 14:50:14.993931+00:00,IFOR,v2,
41,a1876a34-1954-42db-a8b0-125923c611c9,social,Bollywood,a03dcfaf-833a-4127-a771-09867423300a,2026-03-11 14:49:58.927808+00:00,2026-03-11 14:44:58.927808+00:00,2026-03-11 14:49:58.927808+00:00,mentions,0.0,180.6,-0.14015580785114523,drop,"{'method': 'IsolationForest', 'contamination': 0.02, 'feature_preview': {'delta': -318.0, 'z_approx': -2.0729215741978395, 'roll_std_10': 87.12341182993715}, 'threshold_value': -0.17466176011761309, 'threshold_percentile': 98}",2026-03-11 14:50:20.383524+00:00,IFOR,v2,
42,7c1b2532-2063-4f4c-a480-3d6fb3b70567,social,Crypto,06e346e0-add7-4544-95dd-05964753c9bf,2026-03-11 14:49:52.310893+00:00,2026-03-11 14:44:52.310893+00:00,2026-03-11 14:49:52.310893+00:00,mentions,279.0,184.7,-0.27794633811591407,spike,"{'method': 'IsolationForest', 'contamination': 0.02, 'feature_preview': {'delta': 132.0, 'z_approx': 1.8045079261913002, 'roll_std_10': 52.25801373953236}, 'threshold_value': -0.2797577606203615, 'threshold_percentile': 98}",2026-03-11 14:50:20.383524+00:00,IFOR,v2,
43,5e460f0d-2a16-489c-b12f-87cf6436a25e,stock,AMZN,c47e915e-b671-4d8d-8372-d6d69ce6e351,2026-03-11 14:50:32.176740+00:00,2026-03-11 14:45:32.176740+00:00,2026-03-11 14:50:32.176740+00:00,price,176.98,175.353,-0.21123439770804797,spike,"{'method': 'IsolationForest', 'contamination': 0.01, 'feature_preview': {'delta': 1.1899999999999977, 'z_approx': 2.3914377393390036, 'roll_std_10': 0.6803438673045639}, 'threshold_value': -0.23690706409104537, 'threshold_percentile': 98}",2026-03-11 14:50:39.552667+00:00,IFOR,v2,
44,54988d77-0f8c-4824-bb85-a073418019c8,stock,NVDA,722aae49-c4bc-4d21-b492-4d31fc14bc9d,2026-03-11 14:50:28.957083+00:00,2026-03-11 14:45:28.957083+00:00,2026-03-11 14:50:28.957083+00:00,price,726.02,720.7259999999999,-0.29160860445805253,spike,"{'method': 'IsolationForest', 'contamination': 0.01, 'feature_preview': {'delta': 4.419999999999959, 'z_approx': 2.1489406148507935, 'roll_std_10': 2.4635394591244544}, 'threshold_value': -0.2988540673240543, 'threshold_percentile': 98}",2026-03-11 14:50:39.552667+00:00,IFOR,v2,
45,2a3b33af-c0d9-4ce0-ad5f-a889d82fa18f,social,Startups,af59831b-db15-4c7b-b466-929dc02ecc7b,2026-03-11 14:49:57.724429+00:00,2026-03-11 14:44:57.724429+00:00,2026-03-11 14:49:57.724429+00:00,mentions,44.0,157.3,-0.18093832009112665,drop,"{'method': 'IsolationForest', 'contamination': 0.02, 'feature_preview': {'delta': -101.0, 'z_approx': -1.3266811164560401, 'roll_std_10': 85.40107987868103}, 'threshold_value': -0.18473237092892653, 'threshold_percentile': 98}",2026-03-11 14:50:44.948518+00:00,IFOR,v2,
46,9ced7e38-e7e1-401b-88ac-5cf3ca38d278,social,Gaming,1de9979a-8201-43e3-a5a2-cb1742c8165d,2026-03-11 14:50:09.760762+00:00,2026-03-11 14:45:09.760762+00:00,2026-03-11 14:50:09.760762+00:00,mentions,35.0,189.5,-0.15630406064709468,drop,"{'method': 'IsolationForest', 'contamination': 0.02, 'feature_preview': {'delta': -82.0, 'z_approx': -2.043089637348579, 'roll_std_10': 75.62076434419319}, 'threshold_value': -0.16835758344143736, 'threshold_percentile': 98}",2026-03-11 14:50:44.948518+00:00,IFOR,v2,
47,8b4dc758-b29e-4e51-8c69-9addeb1275d4,social,Climate,f8bf5ba7-5a7c-4a4f-8a59-7ca8f4db62eb,2026-03-11 14:49:41.476782+00:00,2026-03-11 14:44:41.476782+00:00,2026-03-11 14:49:41.476782+00:00,mentions,193.0,727.3,-0.11135288858764192,drop,"{'method': 'IsolationForest', 'contamination': 0.02, 'feature_preview': {'delta': -54.0, 'z_approx': -0.39917917665146313, 'roll_std_10': 1338.496673303466}, 'threshold_value': -0.11140642047590449, 'threshold_percentile': 98}",2026-03-11 14:50:44.948518+00:00,IFOR,v2,
